繁體	兼容格式	頁碼
柴米夫妻，酒肉朋友。	za mi fu chi, cieu gnioq ban yeu.	353
穿破纔是衣，到老纔是妻。	tshoe phou dze zy i, tau lau dze zy chi.	353
半夜造，五更好。	pun ya zau, ng kan hau.	353
爭爭吵吵，白頭到老。	tsan tsan tshau tshau, baq deu tau lau.	353
日裏打相打，夜裏摸腳梗。	gniq li tan shian tan, ya li moq ciaq kuan.	353
夫妻造孽常事，鄰舍拆勸多事。	fu chi zau gniq dzaon zy, lin so tshaq chiu tou zy.	353
造孽勸開，夫妻勸攏。	zau gniq chiu khe, fu chi chiu lon.	353
至親弗傷百日和，夫妻弗生隔夜氣。	tsy chin vaq saon paq gniq ghou, fu chi vaq san kaq ya chi.	353
至親勿傷百日和，夫妻勿生隔夜氣。	tsy chin vaq saon paq gniq ghou, fu chi vaq san kaq ya chi.	353
好漢弗打妻，好狗弗咬雞。	hau he vaq tan chi, hau keu vaq ngau ci.	353
好漢弗打妻，好狗弗咬雞。	hau hei- vaq tan chi, hau keu vaq ngau ci.	353
好漢勿打妻，好狗勿咬雞。	hau he vaq tan chi, hau keu vaq ngau ci.	353
好漢勿打妻，好狗勿咬雞。	hau hei- vaq tan chi, hau keu vaq ngau ci.	353
嬌子弗能立業，嬌妻弗能治家。	ciau tsy vaq nen liq gniq, ciau chi vaq nen dzyu cia.	354
嬌子勿能立業，嬌妻勿能治家。	ciau tsy vaq nen liq gniq, ciau chi vaq nen dzyu cia.	354
公婆嫌還且可，丈夫嫌淚成河。	kon bou i wa chia khou, jian fu i lei jin ghou.	354
公婆嫌還且可，丈夫嫌淚成河。	kon bou i gha chia khou, jian fu i lei jin ghou.	354
怕老婆，銅鈿多。	pho lau bou, don di tou.	354
弗是怕老婆，爲了省省禍。	vaq zy pho lau bou, wei laq san san ghou.	354
勿是怕老婆，爲了省省禍。	vaq zy pho lau bou, wei laq san san ghou.	354
十隻黃貓九隻雄，十個老婆九個兇。	zyuq tsaq waon mae cieu tsaq yon, zyuq goq lau bou cieu goq shion.	354
十隻黃貓九隻雄，十個老婆九個兇。	zyuq tsaq waon mae cieu tsaq yon, zyuq ghoq lau bou cieu ghoq shion.	354
冤家夫妻紿棕繃，礌來礌去當中央。	iu ko fu chi de tson pan, lei le lei chi taon tson gnian.	354
弗擡老婆講弗起，擡勒老婆要加氣。	vaq de lau bou kaon vaq chi, de laq lau bou iau ko chi.	354
勿擡老婆講勿起，擡勒老婆要加氣。	vaq de lau bou kaon vaq chi, de laq lau bou iau ko chi.	354
兒子是自家好，老𡢿是人家好。	ng tsy zy zhi ko hau, lau gnion zy gnin ko hau.	354
家花還是野花香，可惜野花弗久長。	cia huo wa zy ya huo shian, khou shiq ya huo vaq cieu jian.	354
家花還是野花香，可惜野花弗久長。	cia huo gha zy ya huo shian, khou shiq ya huo vaq cieu jian.	354
家花還是野花香，可惜野花勿久長。	cia huo wa zy ya huo shian, khou shiq ya huo vaq cieu jian.	354
家花還是野花香，可惜野花勿久長。	cia huo gha zy ya huo shian, khou shiq ya huo vaq cieu jian.	354
花佬有良心，大少爺𣍐睏涼亭。	huo lau yeu lian shin, dou shiau ya vei khuen lian din.	354
露水夫妻難到老，花燭夫妻百年好。	lu syu fu chi nae tau lau, huo tsoq fu chi paq gni hau.	354
親兄弟，明算賬。	chin shion di, min soe cian.	354
上山打虎親兄弟，臨陣還須父子兵。	zaon sae tan fu chin shion di, lin jin wa syu vu tsy pin.	354
上山打虎親兄弟，臨陣還須父子兵。	zaon sae tan fu chin shion di, lin jin gha syu vu tsy pin.	354
三兄四弟一條心，後山爛泥變黃金。	sae shion sy di iq diau shin, gheu sae nae gni pi waon cin.	354
三兄四弟一條心，後山爛泥變黃金。	sae shion sy di iq diau shin, gheu sae na gni pi waon cin.	354
兄弟同心打乾坤。	shion di don shin tan ji khuen.	354
兄弟相爭硬如鐵，夫妻相爭軟如綿。	shion di shian tsan ngan zyu thiq, fu chi shian tsan gniu zyu mi.	354
兄弟兄弟頂兇，姊妹姊妹頂尖。	shion di shion di tin shion, ci mei ci mei tin ci.	354
三兄四弟殺隻牛，弗如自家殺隻狗。	sae shion sy di saq tsaq ngeu, vaq zyu zhi ko saq tsaq keu.	354
三兄四弟殺隻牛，勿如自家殺隻狗。	sae shion sy di saq tsaq ngeu, vaq zyu zhi ko saq tsaq keu.	354
打死打活親兄弟，煮粥煮飯加把米。	tan shi tan waq chin shion di, tsy tsoq tsy vae ko po mi.	354
兄弟相打看孃面，千朵桃花一樹豔。	shion di shian tan khi-khe gnian mi, chi to dau huo iq zyu yi.	354
拳頭打出外，手臂彎進裏。	jiu deu tan tshyuq nga, shieu pi uae cin li.	354
肚弗痛，肉弗親。	du vaq thon, gnioq vaq chin.	355
肚勿痛，肉勿親。	du vaq thon, gnioq vaq chin.	355
田要買東鄉，兒子要親生。	di iau ma ton shian, ng tsy iau chin san.	355
貓生貓中意，狗生狗歡喜，自生自值鈿。	mae san mae tson i, keu san keu hun shi, zhi san zhi jiq di.	355
癩頭兒子自中意。	la deu ng tsy zhi tson i.	355
自養自值鈿，調一弗歡喜。	zhi ian zhi jiq di, diau iq vaq hun shi.	355
自養自值鈿，調一勿歡喜。	zhi ian zhi jiq di, diau iq vaq hun shi.	355
三代弗出舅家門。	sae de vaq tshyuq jieu ko men.	355
三代勿出舅家門。	sae de vaq tshyuq jieu ko men.	355
兒子像阿孃，銀子好打牆。	ng tsy zhian aq gnian, gnin tsy hau tan zhian.	355
兒子眼眉毛，弗生嘸相貌。	ng tsy ngae mi mau, vaq san mh shian mau.	355
兒子眼眉毛，勿生嘸相貌。	ng tsy ngae mi mau, vaq san mh shian mau.	355
兒子落地香。	ng tsy loq di shian.	355
出月女兒是草，出月兒子是寶。	tshyuq yuq gniu er zy tshau, tshyuq yuq ng tsy zy pau.	355
兒女上腰，喫飯討饒。	er gniu zaon iau, chioq vae thau gniau.	355
七太公，八太婆。	chiq tha kon, paq tha bou.	355
三庵六坐九爬爬，十八個月走人家。	sae ei-e loq zou cieu bo bo, zyuq paq goq yuq tseu gnin ko.	355
三庵六坐九爬爬，十八個月走人家。	sae ei-e loq zou cieu bo bo, zyuq paq ghoq yuq tseu gnin ko.	355
三庵六坐九爬爬，十八個月走人家。	sae ei-e loq zou cieu bo bo, zyuq paq kou yuq tseu gnin ko.	355
會走走週一𣍐走走週七。	wei tseu tseu cieu iq vei tseu tseu cieu chiq.	355
阿狗阿貓，生落會跑。	aq keu aq mau, san loq wei bau.	355
有爹有孃懷中抱，嘸爹嘸孃路邊草。	yeu tia yeu gnian wa tson bau, mh tia mh gnian lu pi tshau.	355
養兒弗論飯，打鐵弗論炭。	ian er vaq len vae, tan thiq vaq len thae.	355
養兒勿論飯，打鐵勿論炭。	ian er vaq len vae, tan thiq vaq len thae.	355
三歲意姿看到老。	sae syu i ci khi-khe tau lau.	355
饅頭蒸大，小人跌大。	mun deu cin dou, shiau gnin tiq dou.	355
饅頭蒸大，小人哭大。	mun deu cin dou, shiau gnin khoq dou.	355
老來日日蔫，小來日日鮮。	lau le gniq gniq i, shiau le gniq gniq shi.	355
富貴養嬌兒，貧賤出孝子。	fu ciu ian ciau er, bin zhi tshyuq shiau tsy.	355
息息介，尿涴屋裏𠑞。	shiq shiq ka, syu ou oq li dza.	356
息息介，尿屙屋裏𠑞。	shiq shiq ka, syu ou oq li dza.	356
息息介，尿涴屋裏射。	shiq shiq ka, syu ou oq li dza.	356
息息介，尿屙屋裏射。	shiq shiq ka, syu ou oq li dza.	356
息息介，尿涴屋裏撒。	shiq shiq ka, syu ou oq li dza.	356
息息介，尿屙屋裏撒。	shiq shiq ka, syu ou oq li dza.	356
十七十八一朵花。	zyuq chiq zyuq paq iq to huo.	356
兒女當皇帝，爹孃做孃姨。	er gniu taon waon ti, tia gnian tsou gnian yi.	356
三歲打孃孃會笑，廿歲打孃孃上吊。	sae syu tan gnian gnian wei shiau, ne-gnie syu tan gnian gnian zaon tiau.	356
廿歲囡弗由孃，廿歲兒子弗由爹。	ne-gnie syu noe vaq yeu gnian, ne-gnie syu ng tsy vaq yeu tia.	356
廿歲囡勿由孃，廿歲兒子勿由爹。	ne-gnie syu noe vaq yeu gnian, ne-gnie syu ng tsy vaq yeu tia.	356
廿歲生兒同到老。	ne-gnie syu san er don tau lau.	356
做客弗斷杭州路，做囡弗斷孃家路。	tsou khaq vaq doe ghaon cieu lu, tsou noe vaq doe gnian ko lu.	356
做客勿斷杭州路，做囡勿斷孃家路。	tsou khaq vaq doe ghaon cieu lu, tsou noe vaq doe gnian ko lu.	356
女兒總是朝外貨。	gniu er tson zy jiau nga hou.	356
女婿是嬌客，生囡是瘟賊。	gniu shi zy ciau khaq, san noe zy uen zaq.	356
嫁出去個囡，潑出去個水。	ko tshyuq chi goq noe, phaq tshyuq chi goq syu.	356
嫁出去個囡，潑出去個水。	ko tshyuq chi ghoq noe, phaq tshyuq chi ghoq syu.	356
兩孃像做像，各人各心想。	lian gnian zhian tsou zhian, koq gnin koq shin shian.	356
一孃生九子，連孃十條心。	iq gnian san cieu tsy, li gnian zyuq diau shin.	356
爹弗死，兒弗儇。	tia vaq shi, er vaq huae.	356
爹勿死，兒勿儇。	tia vaq shi, er vaq huae.	356
寧可生敗子，弗可生呆子。	nen khou san ba tsy, vaq khou san nge tsy.	356
寧可生敗子，勿可生呆子。	nen khou san ba tsy, vaq khou san nge tsy.	356
男是冤家女是債。	nei-nae zy iu ko gniu zy tsa.	356
有子氣難逃，嘸子死難熬。	yeu tsy chi nae dau, mh tsy shi nae ngau.	356
一男一女是盆花，三男四女是冤家。	iq nei-nae iq gniu zy ben huo, sae nei-nae sy gniu zy iu ko.	356
長子弗得力，苦勒腳骨直。	cian tsy vaq taq liq, khu laq ciaq kuaq jiq.	356
長子勿得力，苦勒腳骨直。	cian tsy vaq taq liq, khu laq ciaq kuaq jiq.	356
兒子爭氣，先苦後甜。	ng tsy tsan chi, shi khu gheu di.	356
凍大兒子餓大囡。	ton dou ng tsy ngou dou noe.	356
生囡弗着，連孃落泊。	san noe vaq dzoq, li gnian loq boq.	356
生囡弗着，連孃落泊。	san noe vaq zoq, li gnian loq boq.	356
生囡勿着，連孃落泊。	san noe vaq dzoq, li gnian loq boq.	356
生囡勿着，連孃落泊。	san noe vaq zoq, li gnian loq boq.	356
兒子生一百，弗值老頭腳一隻。	ng tsy san iq paq, vaq jiq lau deu ciaq iq tsaq.	356
兒子生一百，勿值老頭腳一隻。	ng tsy san iq paq, vaq jiq lau deu ciaq iq tsaq.	356
鹽多菜苦，兒多孃苦。	yi tou tshe khu, er tou gnian khu.	356
多子多哭，少子享福。	tou tsy tou khoq, shiau tsy shian foq.	356
多子多癗。	tou tsy tou lei.	356
多子多累。	tou tsy tou lei.	356
小樹勤修杈，小人多管教。	shiau zyu jin shieu tsho, shiau gnin tou kun ciau.	356
好鋼熔爐煉，好子管教嚴。	hau kaon yon lu li, hau tsy kun ciau gni.	356
小人洋皮皮，大人弗歡喜。	shiau gnin yan bi bi, dou gnin vaq hun shi.	356
小人洋皮皮，大人勿歡喜。	shiau gnin yan bi bi, dou gnin vaq hun shi.	356
人小主意大。	gnin shiau tsyu i dou.	356
養兒弗知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon soq ven?	357
養兒弗知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon so ven?	357
養兒弗知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon sou ven?	357
養兒勿知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon soq ven?	357
養兒勿知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon so ven?	357
養兒勿知孃辛苦，寒食清明上啥墳？	ian er vaq tsyu gnian shin khu, ghei-ghe zhiq chin min zaon sou ven?	357
千里燒香，弗如孝順爹孃。	chi li shiau shian, vaq zyu shiau zyun tia gnian.	357
千里燒香，勿如孝順爹孃。	chi li shiau shian, vaq zyu shiau zyun tia gnian.	357
自古癡心父母多，從來孝順兒女少。	zy ku tshyu shin vu meu tou, dzon le shiau zyun er gniu shiau.	357
孝順兒子值孝堂。	shiau zyun ng tsy jiq shiau daon.	357
孝順囡弗如窮菜園。	shiau zyun noe vaq zyu jion tshe yu.	357
孝順囡勿如窮菜園。	shiau zyun noe vaq zyu jion tshe yu.	357
牆倒戤着壁，嘸子靠阿侄。	zhian tau ge dzoq piq, mh tsy khau aq jiq.	357
牆倒戤着壁，嘸子靠阿侄。	zhian tau ge zoq piq, mh tsy khau aq jiq.	357
外甥肉裏肉。	nga san gnioq li gnioq.	357
值鈿外甥，弗如值鈿樹棦。	jiq di nga san, vaq zyu jiq di zyu tsan.	357
值鈿外甥，勿如值鈿樹棦。	jiq di nga san, vaq zyu jiq di zyu tsan.	357
阿爺值鈿大孫子，阿爹值鈿小兒子。	aq ya jiq di dou sen tsy, aq tia jiq di shiau ng tsy.	357
兒子弗供爹，孫子喫阿爺。	ng tsy vaq tson tia, sen tsy chioq aq ya.	357
兒子勿供爹，孫子喫阿爺。	ng tsy vaq tson tia, sen tsy chioq aq ya.	357
老人弗怕苦，兒孫弗知福。	lau gnin vaq pho khu, er sen vaq tsyu foq.	357
老人勿怕苦，兒孫勿知福。	lau gnin vaq pho khu, er sen vaq tsyu foq.	357
兒孫自有兒孫福，莫搭兒孫作牛馬。	er sen zhi yeu er sen foq, mhau taq er sen tsoq ngeu mo.	357
兒孫自有兒孫福，莫搭兒孫作牛馬。	er sen zhi yeu er sen foq, mau taq er sen tsoq ngeu mo.	357
女婿頂半子。	gniu shi tin pun tsy.	357
牆門朝稻田，丈姆尋女婿。	zhian men jiau dau di, jian m zhin gniu shi.	357
弗圖鋪磚地，單圖好女婿。	vaq du phu tsoe di, tae du hau gniu shi.	357
勿圖鋪磚地，單圖好女婿。	vaq du phu tsoe di, tae du hau gniu shi.	357
丈姆看女婿，越看越中意。	jian m khi-khe gniu shi, yuq khi-khe yuq tson i.	357
丈姆一聲謳，蛋殼一畚斗。	jian m iq shin eu, dae khoq iq pen teu.	357
丈姆一聲嘔，蛋殼一畚斗。	jian m iq shin eu, dae khoq iq pen teu.	357
女婿是嬌客，重話講弗得。	gniu shi zy ciau khaq, dzon wo kaon vaq taq.	357
女婿是嬌客，重話講勿得。	gniu shi zy ciau khaq, dzon wo kaon vaq taq.	357
只有女婿好，嘸沒兒子好。	ciq yeu gniu shi hau, mh mhaq ng tsy hau.	357
喫兒子罵進罵出，喫女婿謝進謝出。	chioq ng tsy mo cin mo tshyuq, chioq gniu shi zhia cin zhia tshyuq.	357
兒孝弗如新婦孝，囡孝弗如女婿孝。	er shiau vaq zyu shin vu shiau, noe shiau vaq zyu gniu shi shiau.	357
兒孝勿如新婦孝，囡孝勿如女婿孝。	er shiau vaq zyu shin vu shiau, noe shiau vaq zyu gniu shi shiau.	357
先來新婦後來婆。	shi le shin vu gheu le bou.	358
做囡像梗龍，做新婦像梗蟲。	tsou noe zhian kan lon, tsou shin vu zhian kan dzon.	358
做囡像梗龍，做新婦像梗蟲。	tsou noe zhian kuan lon, tsou shin vu zhian kuan dzon.	358
河埠頭講阿婆，唸經堂講新婦。	ghou bu deu kaon aq bou, ne-gnie cin daon kaon shin vu.	358
新婦壞罵兒子，兒子好誇新婦。	shin vu ua mo ng tsy, ng tsy hau khuo shin vu.	358
孃誇囡好弗算好，婆誇新婦一朵花。	gnian khuo noe hau vaq soe hau, bou khuo shin vu iq to huo.	358
孃誇囡好勿算好，婆誇新婦一朵花。	gnian khuo noe hau vaq soe hau, bou khuo shin vu iq to huo.	358
月裏新婦弗可哄，月裏奶花弗可𢱤。	yuq li shin vu vaq khou hon, yuq li na huo vaq khou son.	358
月裏新婦勿可哄，月裏奶花勿可𢱤。	yuq li shin vu vaq khou hon, yuq li na huo vaq khou son.	358
好新婦弗怕惡阿婆。	hau shin vu vaq pho oq aq bou.	358
好新婦勿怕惡阿婆。	hau shin vu vaq pho oq aq bou.	358
新婦多，燒飯還是靠阿婆。	shin vu tou, shiau vae wa zy khau aq bou.	358
新婦多，燒飯還是靠阿婆。	shin vu tou, shiau vae gha zy khau aq bou.	358
嘸沒新婦東託西託，有勒新婦東哭西哭。	mh mhaq shin vu ton thoq shi thoq, yeu laq shin vu ton khoq shi khoq.	358
弗做阿婆怨阿婆，做了阿婆賽閻羅。	vaq tsou aq bou iu aq bou, tsou laq aq bou se gni lou.	358
勿做阿婆怨阿婆，做了阿婆賽閻羅。	vaq tsou aq bou iu aq bou, tsou laq aq bou se gni lou.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mhau kaon ngo gnian ko mh gnin, wa yeu goq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mau kaon ngo gnian ko mh gnin, wa yeu goq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mhau kaon ngo gnian ko mh gnin, gha yeu goq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mau kaon ngo gnian ko mh gnin, gha yeu goq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mhau kaon ngo gnian ko mh gnin, wa yeu ghoq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mau kaon ngo gnian ko mh gnin, wa yeu ghoq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mhau kaon ngo gnian ko mh gnin, gha yeu ghoq daon vaon aq shin.	358
莫講我孃家嘸人，還有個堂房阿嬸。	mau kaon ngo gnian ko mh gnin, gha yeu ghoq daon vaon aq shin.	358
廿年新婦廿年婆，再過廿年做太婆。	ne-gnie gni shin vu ne-gnie gni bou, tse kou ne-gnie gni tsou tha bou.	358
太公本是小官人，太婆也是囡出身。	tha kon pen zy shiau kun gnin, tha bou gha zy noe tshyuq shin.	358
太公本是小官人，太婆也是囡出身。	tha kon pen zy shiau kun gnin, tha bou ya zy noe tshyuq shin.	358
佛要金裝，人要衣裝。	vaq iau cin tsaon, gnin iau i tsaon.	358
一千家當，八百身上。	iq chi ko taon, paq paq shin zaon.	358
三分人，七分扮。	sae fen gnin, chiq fen pae.	359
三分相貌七分扮，癩頭扮來像小旦。	sae fen shian mau chiq fen pae, la deu pae le zhian shiau tae.	359
蘇州頭，揚州腳，寧波女人好扎括。	su cieu deu, yan cieu ciaq, gnin pou gniu gnin hau tsaq kuaq.	359
蘇州頭，揚州腳，寧波女人好扎括。	su cieu deu, yan cieu ciaq, gnin poq gniu gnin hau tsaq kuaq.	359
莫看廿歲姑娘妝，要看八十婆婆喪。	mhau khi-khe ne-gnie syu ku gnian tsaon, iau khi-khe paq zyuq bou bou saon.	359
莫看廿歲姑娘妝，要看八十婆婆喪。	mau khi-khe ne-gnie syu ku gnian tsaon, iau khi-khe paq zyuq bou bou saon.	359
年輕弗美，老了後悔。	gni chin vaq mei, lau laq gheu huei.	359
年輕勿美，老了後悔。	gni chin vaq mei, lau laq gheu huei.	359
衣弗長寸，鞋弗大分。	i vaq jian tshen, gha vaq dou fen.	359
衣勿長寸，鞋勿大分。	i vaq jian tshen, gha vaq dou fen.	359
春二三月亂穿衣。	tshyun gni sae yuq loe tshoe i.	359
惜衣有衣穿，惜飯有飯喫。	shiq i yeu i tshoe, shiq vae yeu vae chioq.	359
平時要好看，出門嘸新鮮。	bin zy iau hau khi-khe, tshyuq men mh shin shi.	359
好喫還是家常飯，好穿還是粗布衣。	hau chioq wa zy cia dzaon vae, hau tshoe wa zy tshu pu i.	359
好喫還是家常飯，好穿還是粗布衣。	hau chioq gha zy cia dzaon vae, hau tshoe gha zy tshu pu i.	359
千層衣，弗及一層破花絮。	chi zen i, vaq jiq iq zen phou huo shi.	359
千層衣，勿及一層破花絮。	chi zen i, vaq jiq iq zen phou huo shi.	359
日當衣衫，夜當被。	gniq taon i sae, ya taon bi.	359
笑髒，笑破，弗笑補；笑博，笑懶，弗笑苦。	shiau tsaon, shiau phou, vaq shiau pu; shiau poq, shiau lae, vaq shiau khu.	359
笑髒，笑破，勿笑補；笑博，笑懶，勿笑苦。	shiau tsaon, shiau phou, vaq shiau pu; shiau poq, shiau lae, vaq shiau khu.	359
新阿大，舊阿二，破阿三，補阿四，爛阿五。	shin aq dou, jieu aq gni, phou aq sae, pu aq sy, lae aq ng.	359
前頭賣生薑，後頭賣鴨蛋。	zhi deu ma san cian, gheu deu ma aq dae.	359
一隻爹，一隻孃。	iq tsaq tia, iq tsaq gnian.	359
死要俏，凍勒刮刮叫。	shi iau chiau, ton laq kuaq kuaq ciau.	359
喫喫鹹蕭湯，搽搽珍珠霜。	chioq chioq ghae shiau thaon, dzo dzo cin tsyu saon.	359
人是鐵，飯是鋼，儂弗喫，其要怏。	gnin zy thiq, vae zy kaon, nou vaq chioq, ji iau aon.	359
人是鐵，飯是鋼，儂勿喫，其要怏。	gnin zy thiq, vae zy kaon, nou vaq chioq, ji iau aon.	359
老成人，靠飯勁。	lau jin gnin, khau vae jin.	359
會喫就是補。	wei chioq jieu zy pu.	359
喫煞總比餓煞好。	chioq saq tson pi ngou saq hau.	359
只好做半世人，弗好喫半肚飯。	ciq hau tsou pun shi gnin, vaq hau chioq pun du vae.	360
只好做半世人，勿好喫半肚飯。	ciq hau tsou pun shi gnin, vaq hau chioq pun du vae.	360
